rank;method_name;line_number;suspiciousness_value
48;org.apache.commons.lang3$SystemUtils#<clinit>();964;0.9671428571428572
49;org.apache.commons.lang3$SystemUtils#<clinit>();980;0.9671428571428572
50;org.apache.commons.lang3$SystemUtils#<clinit>();991;0.9671428571428572
51;org.apache.commons.lang3$SystemUtils#<clinit>();1002;0.9671428571428572
52;org.apache.commons.lang3$SystemUtils#<clinit>();1013;0.9671428571428572
53;org.apache.commons.lang3$SystemUtils#<clinit>();1024;0.9671428571428572
54;org.apache.commons.lang3$SystemUtils#<clinit>();1035;0.9671428571428572
55;org.apache.commons.lang3$SystemUtils#<clinit>();1048;0.9671428571428572
56;org.apache.commons.lang3$SystemUtils#<clinit>();1069;0.9671428571428572
57;org.apache.commons.lang3$SystemUtils#<clinit>();1082;0.9671428571428572
58;org.apache.commons.lang3$SystemUtils#<clinit>();1095;0.9671428571428572
59;org.apache.commons.lang3$SystemUtils#<clinit>();1108;0.9671428571428572
60;org.apache.commons.lang3$SystemUtils#<clinit>();1121;0.9671428571428572
61;org.apache.commons.lang3$SystemUtils#<clinit>();1134;0.9671428571428572
62;org.apache.commons.lang3$SystemUtils#<clinit>();1147;0.9671428571428572
63;org.apache.commons.lang3$SystemUtils#<clinit>();1160;0.9671428571428572
64;org.apache.commons.lang3$SystemUtils#<clinit>();1173;0.9671428571428572
65;org.apache.commons.lang3$SystemUtils#<clinit>();1186;0.9671428571428572
66;org.apache.commons.lang3$SystemUtils#<clinit>();1200;0.9671428571428572
67;org.apache.commons.lang3$SystemUtils#<clinit>();1213;0.9671428571428572
68;org.apache.commons.lang3$SystemUtils#<clinit>();1226;0.9671428571428572
69;org.apache.commons.lang3$SystemUtils#<clinit>();1240;0.9671428571428572
70;org.apache.commons.lang3$SystemUtils#<clinit>();1254;0.9671428571428572
71;org.apache.commons.lang3$SystemUtils#<clinit>();1268;0.9671428571428572
72;org.apache.commons.lang3$SystemUtils#<clinit>();1282;0.9671428571428572
73;org.apache.commons.lang3$SystemUtils#<clinit>();1296;0.9671428571428572
74;org.apache.commons.lang3$SystemUtils#<clinit>();1309;0.9671428571428572
75;org.apache.commons.lang3$SystemUtils#getJavaVersionAsFloat();1364;0.9671428571428572
76;org.apache.commons.lang3$SystemUtils#getJavaVersionAsInt();1388;0.9671428571428572
77;org.apache.commons.lang3$SystemUtils#getJavaVersionMatches(java.lang.String);1401;0.9671428571428572
78;org.apache.commons.lang3$SystemUtils#getJavaVersionTrimmed();1410;0.9671428571428572
79;org.apache.commons.lang3$SystemUtils#getJavaVersionTrimmed();1411;0.9671428571428572
80;org.apache.commons.lang3$SystemUtils#getJavaVersionTrimmed();1412;0.9671428571428572
81;org.apache.commons.lang3$SystemUtils#getJavaVersionTrimmed();1413;0.9671428571428572
82;org.apache.commons.lang3$SystemUtils#getJavaVersionTrimmed();1414;0.9671428571428572
83;org.apache.commons.lang3$SystemUtils#getOSMatches(java.lang.String,java.lang.String);1431;0.9671428571428572
84;org.apache.commons.lang3$SystemUtils#getOSMatchesName(java.lang.String);1442;0.9671428571428572
85;org.apache.commons.lang3$SystemUtils#getSystemProperty(java.lang.String);1462;0.9671428571428572
86;org.apache.commons.lang3$SystemUtils#isJavaVersionMatch(java.lang.String,java.lang.String);1574;0.9671428571428572
87;org.apache.commons.lang3$SystemUtils#isJavaVersionMatch(java.lang.String,java.lang.String);1577;0.9671428571428572
88;org.apache.commons.lang3$SystemUtils#isOSMatch(java.lang.String,java.lang.String,java.lang.String,java.lang.String);1597;0.9671428571428572
89;org.apache.commons.lang3$SystemUtils#isOSMatch(java.lang.String,java.lang.String,java.lang.String,java.lang.String);1600;0.9671428571428572
90;org.apache.commons.lang3$SystemUtils#isOSNameMatch(java.lang.String,java.lang.String);1616;0.9671428571428572
91;org.apache.commons.lang3$SystemUtils#isOSNameMatch(java.lang.String,java.lang.String);1619;0.9671428571428572
92;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1716;0.9671428571428572
93;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1719;0.9671428571428572
94;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1720;0.9671428571428572
95;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1721;0.9671428571428572
96;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1722;0.9671428571428572
97;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1723;0.9671428571428572
98;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1724;0.9671428571428572
99;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1725;0.9671428571428572
100;org.apache.commons.lang3$SystemUtils#toJavaVersionIntArray(java.lang.String,int);1728;0.9671428571428572
101;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1752;0.9671428571428572
102;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1755;0.9671428571428572
103;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1758;0.9671428571428572
104;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1759;0.9671428571428572
105;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1760;0.9671428571428572
106;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1761;0.9671428571428572
107;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1762;0.9671428571428572
108;org.apache.commons.lang3$SystemUtils#toVersionFloat(int[]);1765;0.9671428571428572
109;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1792;0.9671428571428572
110;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1795;0.9671428571428572
111;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1796;0.9671428571428572
112;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1797;0.9671428571428572
113;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1798;0.9671428571428572
114;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1800;0.9671428571428572
115;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1801;0.9671428571428572
116;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1803;0.9671428571428572
117;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1804;0.9671428571428572
118;org.apache.commons.lang3$SystemUtils#toVersionInt(int[]);1806;0.9671428571428572
119;org.apache.commons.lang3$ArrayUtils#<clinit>();56;0.7240641711229946
120;org.apache.commons.lang3$ArrayUtils#<clinit>();60;0.7240641711229946
121;org.apache.commons.lang3$ArrayUtils#<clinit>();64;0.7240641711229946
122;org.apache.commons.lang3$ArrayUtils#<clinit>();68;0.7240641711229946
123;org.apache.commons.lang3$ArrayUtils#<clinit>();72;0.7240641711229946
124;org.apache.commons.lang3$ArrayUtils#<clinit>();76;0.7240641711229946
125;org.apache.commons.lang3$ArrayUtils#<clinit>();80;0.7240641711229946
126;org.apache.commons.lang3$ArrayUtils#<clinit>();84;0.7240641711229946
127;org.apache.commons.lang3$ArrayUtils#<clinit>();88;0.7240641711229946
128;org.apache.commons.lang3$ArrayUtils#<clinit>();92;0.7240641711229946
129;org.apache.commons.lang3$ArrayUtils#<clinit>();96;0.7240641711229946
130;org.apache.commons.lang3$ArrayUtils#<clinit>();100;0.7240641711229946
131;org.apache.commons.lang3$ArrayUtils#<clinit>();104;0.7240641711229946
132;org.apache.commons.lang3$ArrayUtils#<clinit>();108;0.7240641711229946
133;org.apache.commons.lang3$ArrayUtils#<clinit>();112;0.7240641711229946
134;org.apache.commons.lang3$ArrayUtils#<clinit>();116;0.7240641711229946
135;org.apache.commons.lang3$ArrayUtils#<clinit>();120;0.7240641711229946
136;org.apache.commons.lang3$ArrayUtils#<clinit>();124;0.7240641711229946
137;org.apache.commons.lang3$ArrayUtils#<clinit>();128;0.7240641711229946
138;org.apache.commons.lang3$StringUtils#StringUtils();168;0.0
139;org.apache.commons.lang3$StringUtils#StringUtils();169;0.0
140;org.apache.commons.lang3$StringUtils#isEmpty(java.lang.CharSequence);193;0.0
141;org.apache.commons.lang3$StringUtils#isNotEmpty(java.lang.CharSequence);212;0.0
142;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);233;0.0
143;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);234;0.0
144;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);236;0.0
145;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);237;0.0
146;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);238;0.0
147;org.apache.commons.lang3$StringUtils#isBlank(java.lang.CharSequence);241;0.0
148;org.apache.commons.lang3$StringUtils#isNotBlank(java.lang.CharSequence);262;0.0
149;org.apache.commons.lang3$StringUtils#trim(java.lang.String);291;0.0
150;org.apache.commons.lang3$StringUtils#trimToNull(java.lang.String);317;0.0
151;org.apache.commons.lang3$StringUtils#trimToNull(java.lang.String);318;0.0
152;org.apache.commons.lang3$StringUtils#trimToEmpty(java.lang.String);343;0.0
153;org.apache.commons.lang3$StringUtils#strip(java.lang.String);371;0.0
154;org.apache.commons.lang3$StringUtils#stripToNull(java.lang.String);398;0.0
155;org.apache.commons.lang3$StringUtils#stripToNull(java.lang.String);399;0.0
156;org.apache.commons.lang3$StringUtils#stripToNull(java.lang.String);401;0.0
157;org.apache.commons.lang3$StringUtils#stripToNull(java.lang.String);402;0.0
158;org.apache.commons.lang3$StringUtils#stripToEmpty(java.lang.String);428;0.0
159;org.apache.commons.lang3$StringUtils#strip(java.lang.String,java.lang.String);458;0.0
160;org.apache.commons.lang3$StringUtils#strip(java.lang.String,java.lang.String);459;0.0
161;org.apache.commons.lang3$StringUtils#strip(java.lang.String,java.lang.String);461;0.0
162;org.apache.commons.lang3$StringUtils#strip(java.lang.String,java.lang.String);462;0.0
163;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);491;0.0
164;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);492;0.0
165;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);494;0.0
166;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);495;0.0
167;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);496;0.0
168;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);497;0.0
169;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);499;0.0
170;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);500;0.0
171;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);502;0.0
172;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);503;0.0
173;org.apache.commons.lang3$StringUtils#stripStart(java.lang.String,java.lang.String);506;0.0
174;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);535;0.0
175;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);536;0.0
176;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);539;0.0
177;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);540;0.0
178;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);541;0.0
179;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);543;0.0
180;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);544;0.0
181;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);546;0.0
182;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);547;0.0
183;org.apache.commons.lang3$StringUtils#stripEnd(java.lang.String,java.lang.String);550;0.0
184;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[]);575;0.0
185;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);605;0.0
186;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);606;0.0
187;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);608;0.0
188;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);609;0.0
189;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);610;0.0
190;org.apache.commons.lang3$StringUtils#stripAll(java.lang.String[],java.lang.String);612;0.0
191;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);632;0.0
192;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);633;0.0
193;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);635;0.0
194;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);642;0.0
195;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);645;0.0
196;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);648;0.0
197;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);651;0.0
198;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);654;0.0
199;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);657;0.0
200;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);658;0.0
201;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);659;0.0
202;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);660;0.0
203;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);661;0.0
204;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);662;0.0
205;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);663;0.0
206;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);664;0.0
207;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);665;0.0
208;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);666;0.0
209;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);667;0.0
210;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);668;0.0
211;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);669;0.0
212;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);670;0.0
213;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);671;0.0
214;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);672;0.0
215;org.apache.commons.lang3$StringUtils#stripAccents(java.lang.String);675;0.0
216;org.apache.commons.lang3$StringUtils#equals(java.lang.CharSequence,java.lang.CharSequence);703;0.0
217;org.apache.commons.lang3$StringUtils#equalsIgnoreCase(java.lang.String,java.lang.String);728;0.0
218;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int);753;0.0
219;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int);754;0.0
220;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int);756;0.0
221;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int,int);785;0.0
222;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int,int);786;0.0
223;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,int,int);788;0.0
224;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String);815;0.0
225;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String);816;0.0
226;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String);818;0.0
227;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String,int);854;0.0
228;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String,int);855;0.0
229;org.apache.commons.lang3$StringUtils#indexOf(java.lang.String,java.lang.String,int);857;0.0
230;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int);894;0.0
231;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);912;0.0
232;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);913;0.0
233;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);915;0.0
234;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);916;0.0
235;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);918;0.0
236;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);919;0.0
237;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);921;0.0
238;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);922;0.0
239;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);924;0.0
240;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);926;0.0
241;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);927;0.0
242;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);929;0.0
243;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);930;0.0
244;org.apache.commons.lang3$StringUtils#ordinalIndexOf(java.lang.String,java.lang.String,int,boolean);931;0.0
245;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String);959;0.0
246;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);994;0.0
247;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);995;0.0
248;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);997;0.0
249;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);998;0.0
250;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1000;0.0
251;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1001;0.0
252;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1002;0.0
253;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1004;0.0
254;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1005;0.0
255;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1007;0.0
256;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1008;0.0
257;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1009;0.0
258;org.apache.commons.lang3$StringUtils#indexOfIgnoreCase(java.lang.String,java.lang.String,int);1012;0.0
259;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int);1037;0.0
260;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int);1038;0.0
261;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int);1040;0.0
262;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int,int);1071;0.0
263;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int,int);1072;0.0
264;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,int,int);1074;0.0
265;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String);1100;0.0
266;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String);1101;0.0
267;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String);1103;0.0
268;org.apache.commons.lang3$StringUtils#lastOrdinalIndexOf(java.lang.String,java.lang.String,int);1140;0.0
269;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String,int);1172;0.0
270;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String,int);1173;0.0
271;org.apache.commons.lang3$StringUtils#lastIndexOf(java.lang.String,java.lang.String,int);1175;0.0
272;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String);1201;0.0
273;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String);1202;0.0
274;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String);1204;0.0
275;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1236;0.0
276;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1237;0.0
277;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1239;0.0
278;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1240;0.0
279;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1242;0.0
280;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1243;0.0
281;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1245;0.0
282;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1246;0.0
283;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1249;0.0
284;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1250;0.0
285;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1251;0.0
286;org.apache.commons.lang3$StringUtils#lastIndexOfIgnoreCase(java.lang.String,java.lang.String,int);1254;0.0
287;org.apache.commons.lang3$StringUtils#contains(java.lang.String,int);1279;0.0
288;org.apache.commons.lang3$StringUtils#contains(java.lang.String,int);1280;0.0
289;org.apache.commons.lang3$StringUtils#contains(java.lang.String,int);1282;0.0
290;org.apache.commons.lang3$StringUtils#contains(java.lang.String,java.lang.String);1307;0.0
291;org.apache.commons.lang3$StringUtils#contains(java.lang.String,java.lang.String);1308;0.0
292;org.apache.commons.lang3$StringUtils#contains(java.lang.String,java.lang.String);1310;0.0
293;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1337;0.0
294;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1338;0.0
295;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1340;0.0
296;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1341;0.0
297;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1342;0.0
298;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1343;0.0
299;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1344;0.0
300;org.apache.commons.lang3$StringUtils#containsIgnoreCase(java.lang.String,java.lang.String);1347;0.0
301;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1376;0.0
302;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1377;0.0
303;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1379;0.0
304;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1380;0.0
305;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1381;0.0
306;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1382;0.0
307;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1383;0.0
308;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1384;0.0
309;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1385;0.0
310;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1386;0.0
311;org.apache.commons.lang3$StringUtils#indexOfAny(java.lang.CharSequence,char[]);1387;0.0
