rank;method_name;line_number;suspiciousness_value
38;org.apache.commons.lang3.math$NumberUtils#<clinit>();57;0.6111111111111112
39;org.apache.commons.lang3.math$NumberUtils#<clinit>();59;0.6111111111111112
40;org.apache.commons.lang3.math$NumberUtils#<clinit>();61;0.6111111111111112
41;org.apache.commons.lang3.math$NumberUtils#<clinit>();63;0.6111111111111112
42;org.apache.commons.lang3.math$NumberUtils#<clinit>();65;0.6111111111111112
43;org.apache.commons.lang3.math$NumberUtils#<clinit>();67;0.6111111111111112
44;org.apache.commons.lang3.math$NumberUtils#<clinit>();69;0.6111111111111112
45;org.apache.commons.lang3.math$NumberUtils#<clinit>();71;0.6111111111111112
46;org.apache.commons.lang3.math$NumberUtils#<clinit>();73;0.6111111111111112
47;org.apache.commons.lang3.math$NumberUtils#<clinit>();75;0.6111111111111112
48;org.apache.commons.lang3.math$Fraction#Fraction(int,int);125;0.0
49;org.apache.commons.lang3.math$Fraction#Fraction(int,int);107;0.0
50;org.apache.commons.lang3.math$Fraction#Fraction(int,int);111;0.0
51;org.apache.commons.lang3.math$Fraction#Fraction(int,int);115;0.0
52;org.apache.commons.lang3.math$Fraction#Fraction(int,int);126;0.0
53;org.apache.commons.lang3.math$Fraction#Fraction(int,int);127;0.0
54;org.apache.commons.lang3.math$Fraction#Fraction(int,int);128;0.0
55;org.apache.commons.lang3.math$Fraction#<clinit>();48;0.0
56;org.apache.commons.lang3.math$Fraction#<clinit>();52;0.0
57;org.apache.commons.lang3.math$Fraction#<clinit>();56;0.0
58;org.apache.commons.lang3.math$Fraction#<clinit>();60;0.0
59;org.apache.commons.lang3.math$Fraction#<clinit>();64;0.0
60;org.apache.commons.lang3.math$Fraction#<clinit>();68;0.0
61;org.apache.commons.lang3.math$Fraction#<clinit>();72;0.0
62;org.apache.commons.lang3.math$Fraction#<clinit>();76;0.0
63;org.apache.commons.lang3.math$Fraction#<clinit>();80;0.0
64;org.apache.commons.lang3.math$Fraction#<clinit>();84;0.0
65;org.apache.commons.lang3.math$Fraction#<clinit>();88;0.0
66;org.apache.commons.lang3.math$Fraction#<clinit>();92;0.0
67;org.apache.commons.lang3.math$Fraction#getFraction(int,int);142;0.0
68;org.apache.commons.lang3.math$Fraction#getFraction(int,int);143;0.0
69;org.apache.commons.lang3.math$Fraction#getFraction(int,int);145;0.0
70;org.apache.commons.lang3.math$Fraction#getFraction(int,int);146;0.0
71;org.apache.commons.lang3.math$Fraction#getFraction(int,int);148;0.0
72;org.apache.commons.lang3.math$Fraction#getFraction(int,int);150;0.0
73;org.apache.commons.lang3.math$Fraction#getFraction(int,int);151;0.0
74;org.apache.commons.lang3.math$Fraction#getFraction(int,int);153;0.0
75;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);173;0.0
76;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);174;0.0
77;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);176;0.0
78;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);177;0.0
79;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);179;0.0
80;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);180;0.0
81;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);183;0.0
82;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);184;0.0
83;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);186;0.0
84;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);188;0.0
85;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);190;0.0
86;org.apache.commons.lang3.math$Fraction#getFraction(int,int,int);192;0.0
87;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);210;0.0
88;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);211;0.0
89;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);213;0.0
90;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);214;0.0
91;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);217;0.0
92;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);218;0.0
93;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);220;0.0
94;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);221;0.0
95;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);223;0.0
96;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);225;0.0
97;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);226;0.0
98;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);229;0.0
99;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);230;0.0
100;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);231;0.0
101;org.apache.commons.lang3.math$Fraction#getReducedFraction(int,int);232;0.0
102;org.apache.commons.lang3.math$Fraction#getFraction(double);250;0.0
103;org.apache.commons.lang3.math$Fraction#getFraction(double);251;0.0
104;org.apache.commons.lang3.math$Fraction#getFraction(double);252;0.0
105;org.apache.commons.lang3.math$Fraction#getFraction(double);253;0.0
106;org.apache.commons.lang3.math$Fraction#getFraction(double);256;0.0
107;org.apache.commons.lang3.math$Fraction#getFraction(double);257;0.0
108;org.apache.commons.lang3.math$Fraction#getFraction(double);259;0.0
109;org.apache.commons.lang3.math$Fraction#getFraction(double);260;0.0
110;org.apache.commons.lang3.math$Fraction#getFraction(double);261;0.0
111;org.apache.commons.lang3.math$Fraction#getFraction(double);262;0.0
112;org.apache.commons.lang3.math$Fraction#getFraction(double);263;0.0
113;org.apache.commons.lang3.math$Fraction#getFraction(double);264;0.0
114;org.apache.commons.lang3.math$Fraction#getFraction(double);265;0.0
115;org.apache.commons.lang3.math$Fraction#getFraction(double);266;0.0
116;org.apache.commons.lang3.math$Fraction#getFraction(double);267;0.0
117;org.apache.commons.lang3.math$Fraction#getFraction(double);268;0.0
118;org.apache.commons.lang3.math$Fraction#getFraction(double);269;0.0
119;org.apache.commons.lang3.math$Fraction#getFraction(double);270;0.0
120;org.apache.commons.lang3.math$Fraction#getFraction(double);271;0.0
121;org.apache.commons.lang3.math$Fraction#getFraction(double);273;0.0
122;org.apache.commons.lang3.math$Fraction#getFraction(double);276;0.0
123;org.apache.commons.lang3.math$Fraction#getFraction(double);277;0.0
124;org.apache.commons.lang3.math$Fraction#getFraction(double);278;0.0
125;org.apache.commons.lang3.math$Fraction#getFraction(double);279;0.0
126;org.apache.commons.lang3.math$Fraction#getFraction(double);280;0.0
127;org.apache.commons.lang3.math$Fraction#getFraction(double);281;0.0
128;org.apache.commons.lang3.math$Fraction#getFraction(double);282;0.0
129;org.apache.commons.lang3.math$Fraction#getFraction(double);283;0.0
130;org.apache.commons.lang3.math$Fraction#getFraction(double);285;0.0
131;org.apache.commons.lang3.math$Fraction#getFraction(double);286;0.0
132;org.apache.commons.lang3.math$Fraction#getFraction(double);287;0.0
133;org.apache.commons.lang3.math$Fraction#getFraction(double);288;0.0
134;org.apache.commons.lang3.math$Fraction#getFraction(double);289;0.0
135;org.apache.commons.lang3.math$Fraction#getFraction(double);290;0.0
136;org.apache.commons.lang3.math$Fraction#getFraction(double);291;0.0
137;org.apache.commons.lang3.math$Fraction#getFraction(double);292;0.0
138;org.apache.commons.lang3.math$Fraction#getFraction(double);294;0.0
139;org.apache.commons.lang3.math$Fraction#getFraction(double);295;0.0
140;org.apache.commons.lang3.math$Fraction#getFraction(double);296;0.0
141;org.apache.commons.lang3.math$Fraction#getFraction(double);298;0.0
142;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);320;0.0
143;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);321;0.0
144;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);324;0.0
145;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);325;0.0
146;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);326;0.0
147;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);330;0.0
148;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);331;0.0
149;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);332;0.0
150;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);333;0.0
151;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);334;0.0
152;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);335;0.0
153;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);336;0.0
154;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);338;0.0
155;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);339;0.0
156;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);340;0.0
157;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);345;0.0
158;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);346;0.0
159;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);348;0.0
160;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);350;0.0
161;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);351;0.0
162;org.apache.commons.lang3.math$Fraction#getFraction(java.lang.String);352;0.0
163;org.apache.commons.lang3.math$Fraction#getNumerator();368;0.0
164;org.apache.commons.lang3.math$Fraction#getDenominator();377;0.0
165;org.apache.commons.lang3.math$Fraction#getProperNumerator();392;0.0
166;org.apache.commons.lang3.math$Fraction#getProperWhole();407;0.0
167;org.apache.commons.lang3.math$Fraction#intValue();421;0.0
168;org.apache.commons.lang3.math$Fraction#longValue();432;0.0
169;org.apache.commons.lang3.math$Fraction#floatValue();443;0.0
170;org.apache.commons.lang3.math$Fraction#doubleValue();454;0.0
171;org.apache.commons.lang3.math$Fraction#reduce();470;0.0
172;org.apache.commons.lang3.math$Fraction#reduce();471;0.0
173;org.apache.commons.lang3.math$Fraction#reduce();473;0.0
174;org.apache.commons.lang3.math$Fraction#reduce();474;0.0
175;org.apache.commons.lang3.math$Fraction#reduce();475;0.0
176;org.apache.commons.lang3.math$Fraction#reduce();477;0.0
177;org.apache.commons.lang3.math$Fraction#invert();490;0.0
178;org.apache.commons.lang3.math$Fraction#invert();491;0.0
179;org.apache.commons.lang3.math$Fraction#invert();493;0.0
180;org.apache.commons.lang3.math$Fraction#invert();494;0.0
181;org.apache.commons.lang3.math$Fraction#invert();496;0.0
182;org.apache.commons.lang3.math$Fraction#invert();497;0.0
183;org.apache.commons.lang3.math$Fraction#invert();499;0.0
184;org.apache.commons.lang3.math$Fraction#negate();512;0.0
185;org.apache.commons.lang3.math$Fraction#negate();513;0.0
186;org.apache.commons.lang3.math$Fraction#negate();515;0.0
187;org.apache.commons.lang3.math$Fraction#abs();528;0.0
188;org.apache.commons.lang3.math$Fraction#abs();529;0.0
189;org.apache.commons.lang3.math$Fraction#abs();531;0.0
190;org.apache.commons.lang3.math$Fraction#pow(int);547;0.0
191;org.apache.commons.lang3.math$Fraction#pow(int);548;0.0
192;org.apache.commons.lang3.math$Fraction#pow(int);549;0.0
193;org.apache.commons.lang3.math$Fraction#pow(int);550;0.0
194;org.apache.commons.lang3.math$Fraction#pow(int);551;0.0
195;org.apache.commons.lang3.math$Fraction#pow(int);552;0.0
196;org.apache.commons.lang3.math$Fraction#pow(int);553;0.0
197;org.apache.commons.lang3.math$Fraction#pow(int);555;0.0
198;org.apache.commons.lang3.math$Fraction#pow(int);557;0.0
199;org.apache.commons.lang3.math$Fraction#pow(int);558;0.0
200;org.apache.commons.lang3.math$Fraction#pow(int);559;0.0
201;org.apache.commons.lang3.math$Fraction#pow(int);561;0.0
202;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);578;0.0
203;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);579;0.0
204;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);585;0.0
205;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);586;0.0
206;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);588;0.0
207;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);589;0.0
208;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);590;0.0
209;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);592;0.0
210;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);593;0.0
211;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);597;0.0
212;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);603;0.0
213;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);604;0.0
214;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);607;0.0
215;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);608;0.0
216;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);610;0.0
217;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);613;0.0
218;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);616;0.0
219;org.apache.commons.lang3.math$Fraction#greatestCommonDivisor(int,int);617;0.0
220;org.apache.commons.lang3.math$Fraction#mulAndCheck(int,int);633;0.0
221;org.apache.commons.lang3.math$Fraction#mulAndCheck(int,int);634;0.0
222;org.apache.commons.lang3.math$Fraction#mulAndCheck(int,int);636;0.0
223;org.apache.commons.lang3.math$Fraction#mulAndCheck(int,int);638;0.0
224;org.apache.commons.lang3.math$Fraction#mulPosAndCheck(int,int);652;0.0
225;org.apache.commons.lang3.math$Fraction#mulPosAndCheck(int,int);653;0.0
226;org.apache.commons.lang3.math$Fraction#mulPosAndCheck(int,int);654;0.0
227;org.apache.commons.lang3.math$Fraction#mulPosAndCheck(int,int);656;0.0
228;org.apache.commons.lang3.math$Fraction#addAndCheck(int,int);669;0.0
229;org.apache.commons.lang3.math$Fraction#addAndCheck(int,int);670;0.0
230;org.apache.commons.lang3.math$Fraction#addAndCheck(int,int);672;0.0
231;org.apache.commons.lang3.math$Fraction#addAndCheck(int,int);674;0.0
232;org.apache.commons.lang3.math$Fraction#subAndCheck(int,int);687;0.0
233;org.apache.commons.lang3.math$Fraction#subAndCheck(int,int);688;0.0
234;org.apache.commons.lang3.math$Fraction#subAndCheck(int,int);690;0.0
235;org.apache.commons.lang3.math$Fraction#subAndCheck(int,int);692;0.0
236;org.apache.commons.lang3.math$Fraction#add(org.apache.commons.lang3.math.Fraction);706;0.0
237;org.apache.commons.lang3.math$Fraction#subtract(org.apache.commons.lang3.math.Fraction);720;0.0
238;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);734;0.0
239;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);735;0.0
240;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);738;0.0
241;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);739;0.0
242;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);741;0.0
243;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);742;0.0
244;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);746;0.0
245;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);747;0.0
246;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);749;0.0
247;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);750;0.0
248;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);751;0.0
249;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);752;0.0
250;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);753;0.0
251;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);758;0.0
252;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);759;0.0
253;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);760;0.0
254;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);761;0.0
255;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);762;0.0
256;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);765;0.0
257;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);766;0.0
258;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);769;0.0
259;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);770;0.0
260;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);771;0.0
261;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);774;0.0
262;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);775;0.0
263;org.apache.commons.lang3.math$Fraction#addSub(org.apache.commons.lang3.math.Fraction,boolean);776;0.0
264;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);790;0.0
265;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);791;0.0
266;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);793;0.0
267;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);794;0.0
268;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);798;0.0
269;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);799;0.0
270;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);800;0.0
271;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);801;0.0
272;org.apache.commons.lang3.math$Fraction#multiplyBy(org.apache.commons.lang3.math.Fraction);802;0.0
273;org.apache.commons.lang3.math$Fraction#divideBy(org.apache.commons.lang3.math.Fraction);816;0.0
274;org.apache.commons.lang3.math$Fraction#divideBy(org.apache.commons.lang3.math.Fraction);817;0.0
275;org.apache.commons.lang3.math$Fraction#divideBy(org.apache.commons.lang3.math.Fraction);819;0.0
276;org.apache.commons.lang3.math$Fraction#divideBy(org.apache.commons.lang3.math.Fraction);820;0.0
277;org.apache.commons.lang3.math$Fraction#divideBy(org.apache.commons.lang3.math.Fraction);822;0.0
278;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);838;0.0
279;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);839;0.0
280;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);841;0.0
281;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);842;0.0
282;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);844;0.0
283;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);845;0.0
284;org.apache.commons.lang3.math$Fraction#equals(java.lang.Object);846;0.0
285;org.apache.commons.lang3.math$Fraction#hashCode();856;0.0
286;org.apache.commons.lang3.math$Fraction#hashCode();858;0.0
287;org.apache.commons.lang3.math$Fraction#hashCode();860;0.0
288;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);876;0.0
289;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);877;0.0
290;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);879;0.0
291;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);880;0.0
292;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);884;0.0
293;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);885;0.0
294;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);886;0.0
295;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);887;0.0
296;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);888;0.0
297;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);889;0.0
298;org.apache.commons.lang3.math$Fraction#compareTo(org.apache.commons.lang3.math.Fraction);891;0.0
299;org.apache.commons.lang3.math$Fraction#toString();904;0.0
300;org.apache.commons.lang3.math$Fraction#toString();905;0.0
301;org.apache.commons.lang3.math$Fraction#toString();906;0.0
302;org.apache.commons.lang3.math$Fraction#toString();907;0.0
303;org.apache.commons.lang3.math$Fraction#toString();908;0.0
304;org.apache.commons.lang3.math$Fraction#toString();910;0.0
305;org.apache.commons.lang3.math$Fraction#toProperString();923;0.0
306;org.apache.commons.lang3.math$Fraction#toProperString();924;0.0
307;org.apache.commons.lang3.math$Fraction#toProperString();925;0.0
308;org.apache.commons.lang3.math$Fraction#toProperString();926;0.0
309;org.apache.commons.lang3.math$Fraction#toProperString();927;0.0
310;org.apache.commons.lang3.math$Fraction#toProperString();928;0.0
311;org.apache.commons.lang3.math$Fraction#toProperString();929;0.0
312;org.apache.commons.lang3.math$Fraction#toProperString();930;0.0
313;org.apache.commons.lang3.math$Fraction#toProperString();935;0.0
314;org.apache.commons.lang3.math$Fraction#toProperString();936;0.0
315;org.apache.commons.lang3.math$Fraction#toProperString();937;0.0
316;org.apache.commons.lang3.math$Fraction#toProperString();939;0.0
317;org.apache.commons.lang3.math$Fraction#toProperString();940;0.0
318;org.apache.commons.lang3.math$Fraction#toProperString();941;0.0
319;org.apache.commons.lang3.math$Fraction#toProperString();942;0.0
320;org.apache.commons.lang3.math$Fraction#toProperString();944;0.0
321;org.apache.commons.lang3.math$Fraction#toProperString();945;0.0
322;org.apache.commons.lang3.math$Fraction#toProperString();946;0.0
323;org.apache.commons.lang3.math$Fraction#toProperString();947;0.0
324;org.apache.commons.lang3.math$Fraction#toProperString();950;0.0
325;org.apache.commons.lang3.math$NumberUtils#NumberUtils();85;0.0
326;org.apache.commons.lang3.math$NumberUtils#NumberUtils();86;0.0
327;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String);107;0.0
328;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String,int);128;0.0
329;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String,int);129;0.0
330;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String,int);132;0.0
331;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String,int);133;0.0
332;org.apache.commons.lang3.math$NumberUtils#toInt(java.lang.String,int);134;0.0
333;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String);156;0.0
334;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String,long);177;0.0
335;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String,long);178;0.0
336;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String,long);181;0.0
337;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String,long);182;0.0
338;org.apache.commons.lang3.math$NumberUtils#toLong(java.lang.String,long);183;0.0
339;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String);206;0.0
340;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String,float);229;0.0
341;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String,float);230;0.0
342;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String,float);233;0.0
343;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String,float);234;0.0
344;org.apache.commons.lang3.math$NumberUtils#toFloat(java.lang.String,float);235;0.0
345;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String);258;0.0
346;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String,double);281;0.0
347;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String,double);282;0.0
348;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String,double);285;0.0
349;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String,double);286;0.0
350;org.apache.commons.lang3.math$NumberUtils#toDouble(java.lang.String,double);287;0.0
351;org.apache.commons.lang3.math$NumberUtils#toByte(java.lang.String);310;0.0
